Form,Grouping,Variable,Type,Test,Statistic,p_value,Significant,HC n,HC mean,HC sd,HC median,PD n,PD mean,PD sd,PD median,AP n,AP mean,AP sd,AP median,DLB n,DLB mean,DLB sd,DLB median,ET n,ET mean,ET sd,ET median,MSA n,MSA mean,MSA sd,MSA median,PSP n,PSP mean,PSP sd,PSP median,RBD n,RBD mean,RBD sd,RBD median
Mbic Capri,by_determined_dx,Beliefs/Sensory Experiences (sum of Question 30-34),Numeric,Kruskal-Wallis,6.4458,0.011122,Yes,,,,,303.0,0.145,0.526,0.0,,,,,,,,,,,,,,,,,5.0,1.2,1.789,0.0,,,,
Mbic Capri,by_determined_dx,MBI-C Grand Total,Numeric,Kruskal-Wallis,4.8039,0.028395,Yes,,,,,303.0,6.462,7.99,4.0,,,,,,,,,,,,,,,,,5.0,20.4,20.206,13.0,,,,
Mbic Capri,by_determined_dx,"1. Has the person lost interest in friends, family, ",Categorical,Chi-square,4.4153,0.035618,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,2. Does the person lack curiosity in topics that wou,Categorical,Chi-square,7.5325,0.006059,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,4. Has the person lost the motivation to act on thei,Categorical,Chi-square,6.6237,0.010063,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,5. Is the person less affectionate and/or lacking in,Categorical,Chi-square,6.7847,0.009194,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,27. Does the person say rude or crude things or make,Categorical,Chi-square,6.8633,0.008798,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,30. Has the person developed beliefs that they are i,Categorical,Chi-square,25.5365,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,31. Has the person developed suspiciousness about th,Categorical,Chi-square,13.0871,0.000297,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,determined_dx,Categorical,Chi-square,248.566,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,Updrs_1_2 value,Numeric,Kruskal-Wallis,10.5811,0.031699,Yes,,,,,1250.0,0.145,0.435,0.0,,,,,8.0,0.625,1.061,0.0,,,,,7.0,0.0,0.0,0.0,20.0,0.45,0.887,0.0,6.0,0.333,0.816,0.0
Mds Updrs,by_determined_dx,Updrs_1_3,Numeric,Kruskal-Wallis,10.9759,0.026836,Yes,,,,,1251.0,0.528,0.843,0.0,,,,,8.0,0.875,1.356,0.5,,,,,7.0,1.429,0.787,2.0,20.0,0.95,1.432,0.0,6.0,0.833,1.329,0.0
Mds Updrs,by_determined_dx,3.C1 Minutes since last levodopa dose:  Minutes depu,Numeric,Kruskal-Wallis,18.6763,0.000319,Yes,,,,,1188.0,142.471,93.569,135.0,,,,,3.0,266.0,93.215,234.0,,,,,5.0,226.2,69.891,236.0,16.0,228.812,123.899,246.0,1.0,285.0,,285.0
Mds Updrs,by_determined_dx,Updrs_3_1 value,Numeric,Kruskal-Wallis,54.555,0.0,Yes,,,,,1434.0,0.809,0.859,1.0,,,,,8.0,0.625,0.518,1.0,,,,,9.0,2.333,0.866,2.0,21.0,2.524,1.25,3.0,6.0,0.5,0.837,0.0
Mds Updrs,by_determined_dx,Updrs_3_2 value,Numeric,Kruskal-Wallis,15.7565,0.003364,Yes,,,,,1436.0,1.12,0.933,1.0,,,,,8.0,1.0,0.756,1.0,,,,,9.0,1.444,1.13,1.0,21.0,1.952,0.973,2.0,6.0,0.667,0.816,0.5
Mds Updrs,by_determined_dx,Updrs_3_3_neck value,Numeric,Kruskal-Wallis,22.1111,0.00019,Yes,,,,,1429.0,1.335,1.181,1.0,,,,,8.0,1.625,1.598,1.5,,,,,8.0,2.0,0.756,2.0,21.0,2.381,0.865,2.0,6.0,2.0,1.673,2.5
Mds Updrs,by_determined_dx,Updrs_3_3_lue value,Numeric,Kruskal-Wallis,10.303,0.035621,Yes,,,,,1430.0,1.155,0.937,1.0,,,,,8.0,2.25,1.282,2.0,,,,,8.0,1.75,1.035,1.5,21.0,1.476,1.123,2.0,6.0,1.0,0.894,1.0
Mds Updrs,by_determined_dx,Updrs_3_3_rle value,Numeric,Kruskal-Wallis,12.4074,0.014565,Yes,,,,,1430.0,1.054,1.019,1.0,,,,,8.0,2.0,1.414,2.0,,,,,8.0,1.125,0.354,1.0,21.0,1.714,1.102,2.0,6.0,1.0,0.632,1.0
Mds Updrs,by_determined_dx,Updrs_3_4_r value,Numeric,Kruskal-Wallis,21.7289,0.000227,Yes,,,,,1436.0,1.361,1.037,1.0,,,,,8.0,2.25,1.165,2.0,,,,,9.0,2.222,1.093,3.0,21.0,2.095,1.221,2.0,6.0,0.667,0.516,1.0
Mds Updrs,by_determined_dx,Updrs_3_4_l value,Numeric,Kruskal-Wallis,45.1913,0.0,Yes,,,,,1436.0,1.471,1.055,1.0,,,,,8.0,2.5,0.926,2.5,,,,,9.0,2.889,0.601,3.0,21.0,2.667,1.017,3.0,6.0,0.833,0.753,1.0
Mds Updrs,by_determined_dx,Updrs_3_5_r value,Numeric,Kruskal-Wallis,36.4967,0.0,Yes,,,,,1436.0,1.019,0.942,1.0,,,,,8.0,2.0,1.069,2.0,,,,,9.0,1.778,0.667,2.0,21.0,2.0,0.949,2.0,6.0,0.333,0.816,0.0
Mds Updrs,by_determined_dx,Updrs_3_5_l value,Numeric,Kruskal-Wallis,37.2374,0.0,Yes,,,,,1435.0,1.095,0.995,1.0,,,,,8.0,2.125,1.246,2.0,,,,,9.0,2.0,0.866,2.0,21.0,2.286,1.056,2.0,6.0,0.5,0.548,0.5
Mds Updrs,by_determined_dx,Updrs_3_6_r value,Numeric,Kruskal-Wallis,28.9238,8e-06,Yes,,,,,1434.0,1.091,0.972,1.0,,,,,8.0,2.5,1.069,3.0,,,,,9.0,1.778,0.667,2.0,21.0,1.81,1.167,2.0,6.0,0.333,0.516,0.0
Mds Updrs,by_determined_dx,Updrs_3_6_l value,Numeric,Kruskal-Wallis,33.0059,1e-06,Yes,,,,,1436.0,1.249,1.036,1.0,,,,,8.0,2.5,1.195,3.0,,,,,9.0,2.444,0.726,3.0,21.0,2.095,1.3,2.0,6.0,0.5,1.225,0.0
Mds Updrs,by_determined_dx,Updrs_3_7_r value,Numeric,Kruskal-Wallis,29.011,8e-06,Yes,,,,,1434.0,1.07,1.07,1.0,,,,,8.0,2.125,0.991,2.0,,,,,9.0,2.111,1.453,3.0,21.0,2.19,1.25,2.0,6.0,0.833,0.753,1.0
Mds Updrs,by_determined_dx,Updrs_3_7_l value,Numeric,Kruskal-Wallis,32.7001,1e-06,Yes,,,,,1436.0,1.258,1.141,1.0,,,,,8.0,2.125,1.246,2.0,,,,,9.0,2.778,1.202,3.0,21.0,2.381,1.071,2.0,6.0,1.333,0.816,1.5
Mds Updrs,by_determined_dx,Updrs_3_8_r value,Numeric,Kruskal-Wallis,42.0575,0.0,Yes,,,,,1431.0,0.76,0.882,1.0,,,,,8.0,2.125,1.246,2.0,,,,,9.0,2.111,0.928,2.0,21.0,1.667,1.238,1.0,6.0,0.167,0.408,0.0
Mds Updrs,by_determined_dx,Updrs_3_8_l value,Numeric,Kruskal-Wallis,40.365,0.0,Yes,,,,,1434.0,0.875,0.959,1.0,,,,,8.0,2.125,0.991,2.0,,,,,9.0,2.333,0.866,3.0,21.0,1.857,1.236,2.0,6.0,0.833,0.753,1.0
Mds Updrs,by_determined_dx,Updrs_3_9 value,Numeric,Kruskal-Wallis,64.5964,0.0,Yes,,,,,1435.0,0.381,0.734,0.0,,,,,8.0,1.125,1.126,1.0,,,,,9.0,1.778,1.641,2.0,21.0,1.905,1.261,2.0,6.0,0.333,0.816,0.0
Mds Updrs,by_determined_dx,Updrs_3_10 value,Numeric,Kruskal-Wallis,39.9823,0.0,Yes,,,,,1432.0,1.018,0.872,1.0,,,,,8.0,1.625,1.061,1.5,,,,,9.0,2.444,1.424,3.0,21.0,2.429,1.248,3.0,6.0,0.833,1.169,0.5
Mds Updrs,by_determined_dx,Updrs_3_11 value,Numeric,Kruskal-Wallis,24.8345,5.4e-05,Yes,,,,,1436.0,0.117,0.423,0.0,,,,,8.0,0.375,0.744,0.0,,,,,9.0,0.111,0.333,0.0,21.0,0.81,1.25,0.0,6.0,0.167,0.408,0.0
Mds Updrs,by_determined_dx,Updrs_3_12 value,Numeric,Kruskal-Wallis,21.1637,0.000294,Yes,,,,,1430.0,0.605,1.012,0.0,,,,,8.0,1.5,1.69,1.0,,,,,8.0,2.0,1.927,2.0,21.0,1.714,1.586,2.0,6.0,0.333,0.816,0.0
Mds Updrs,by_determined_dx,Updrs_3_13 value,Numeric,Kruskal-Wallis,18.3649,0.001047,Yes,,,,,1435.0,0.952,0.931,1.0,,,,,8.0,1.75,1.165,1.5,,,,,9.0,0.889,1.364,0.0,21.0,1.81,1.123,2.0,6.0,0.833,1.169,0.5
Mds Updrs,by_determined_dx,Updrs_3_14,Numeric,Kruskal-Wallis,46.969,0.0,Yes,,,,,1436.0,1.196,0.949,1.0,,,,,8.0,2.25,1.389,3.0,,,,,8.0,1.625,0.916,1.0,21.0,2.762,0.768,3.0,6.0,1.0,1.265,0.5
Mds Updrs,by_determined_dx,Updrs_3_16_r value,Numeric,Kruskal-Wallis,11.9888,0.017435,Yes,,,,,1435.0,0.578,0.74,0.0,,,,,8.0,0.125,0.354,0.0,,,,,9.0,0.111,0.333,0.0,21.0,0.333,0.658,0.0,6.0,0.167,0.408,0.0
Mds Updrs,by_determined_dx,Updrs_3_17_rue value,Numeric,Kruskal-Wallis,14.3963,0.006132,Yes,,,,,1436.0,0.627,0.922,0.0,,,,,8.0,0.25,0.463,0.0,,,,,9.0,0.0,0.0,0.0,21.0,0.19,0.68,0.0,6.0,0.167,0.408,0.0
Mds Updrs,by_determined_dx,Updrs_3_18 value,Numeric,Kruskal-Wallis,17.209,0.00176,Yes,,,,,1436.0,1.096,1.346,1.0,,,,,8.0,0.5,0.535,0.5,,,,,9.0,0.444,1.333,0.0,21.0,0.238,0.7,0.0,6.0,0.333,0.516,0.0
Mds Updrs,by_determined_dx,Updrs_4_5 value,Numeric,Kruskal-Wallis,11.5315,0.021197,Yes,,,,,1242.0,0.986,1.132,1.0,,,,,8.0,0.375,1.061,0.0,,,,,7.0,0.571,0.787,0.0,20.0,0.9,1.334,0.0,6.0,0.167,0.408,0.0
Mds Updrs,by_determined_dx,Part I: Non-Motor Aspects of Experiences of Daily Li,Numeric,Kruskal-Wallis,16.125,0.002856,Yes,,,,,1237.0,10.452,6.105,9.0,,,,,8.0,16.5,11.019,11.5,,,,,7.0,15.714,4.192,17.0,20.0,14.0,6.164,12.5,6.0,13.167,12.465,7.0
Mds Updrs,by_determined_dx,Part II: Motor Aspects of Experiences of Daily Livin,Numeric,Kruskal-Wallis,52.7114,0.0,Yes,,,,,1237.0,10.549,7.087,9.0,,,,,8.0,16.75,9.982,16.0,,,,,7.0,21.714,9.069,22.0,20.0,26.05,9.578,25.5,6.0,8.167,9.579,5.5
Mds Updrs,by_determined_dx,Part III: Motor Examination,Numeric,Kruskal-Wallis,45.1761,0.0,Yes,,,,,1405.0,28.372,14.857,26.0,,,,,8.0,45.5,21.024,46.5,,,,,8.0,43.125,13.789,44.5,21.0,47.333,12.551,47.0,6.0,19.0,14.656,12.5
Mds Updrs,by_determined_dx,Part IV: Motor Complications,Numeric,Kruskal-Wallis,9.7938,0.044049,Yes,,,,,1232.0,4.05,3.682,4.0,,,,,8.0,1.625,3.815,0.0,,,,,7.0,2.857,3.934,0.0,19.0,3.368,3.847,2.0,6.0,1.5,3.209,0.0
Mds Updrs,by_determined_dx,Assessment completed:,Categorical,Chi-square,3787.1704,4e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,Assessment completed by:,Categorical,Chi-square,306.7081,0.000388,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,How was the MDS-UPDRS administered?,Categorical,Chi-square,10.2521,0.036389,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,Is it UPDRS v1.2 (part3) legacy ?  S'agit il d'un hé,Categorical,Chi-square,17.4741,0.001563,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,Primary source of information:,Categorical,Chi-square,82.8432,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.1 COGNITIVE IMPAIRMENT,Categorical,Chi-square,64.9224,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.2 HALLUCINATIONS AND PSYCHOSIS,Categorical,Chi-square,119.4587,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.3 DEPRESSED MOOD,Categorical,Chi-square,81.821,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.4 ANXIOUS MOOD,Categorical,Chi-square,27.6682,0.034627,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.5 APATHY,Categorical,Chi-square,110.8232,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.6 FEATURES OF DOPAMINE DYSREGULATION SYNDROME,Categorical,Chi-square,96.3064,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,Who is filling out this questionnaire (check the bes,Categorical,Chi-square,92.9518,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.8 DAYTIME SLEEPINESS/SOMNOLENCE DIURNE  Over the p,Categorical,Chi-square,71.7188,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.9 PAIN AND OTHER SENSATIONS/DOULEUR ET AUTRES SENS,Categorical,Chi-square,29.6804,0.019732,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.10 URINARY PROBLEMS/PROBLEMES URINAIRES  Over the ,Categorical,Chi-square,46.0686,9.5e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,1.12 LIGHT HEADEDNESS ON STANDING/SENSATION DE TETE ,Categorical,Chi-square,43.9207,0.000203,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"1.13 FATIGUE  Over the past week, have you usually f",Categorical,Chi-square,33.6097,0.00613,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.1 SPEECH  Over the past week, have you had problem",Categorical,Chi-square,156.4984,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.2 SALIVA & DROOLING  Over the past week, have you ",Categorical,Chi-square,26.4204,0.048392,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.3 CHEWING AND SWALLOWING  Over the past week, have",Categorical,Chi-square,54.919,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.4 EATING TASKS  Over the past week, have you usual",Categorical,Chi-square,120.8959,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.5 DRESSING  Over the past week, have you usually h",Categorical,Chi-square,122.4661,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.6 HYGIENE  Over the past week, have you usually be",Categorical,Chi-square,110.9878,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.7 HANDWRITING  Over the past week, have people usu",Categorical,Chi-square,79.3023,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,2.8 DOING HOBBIES AND OTHER ACTIVITIES  Over the pas,Categorical,Chi-square,83.4788,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.9 TURNING IN BED  Over the past week, do you usual",Categorical,Chi-square,93.4926,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.10 TREMOR  Over the past week, have you usually ha",Categorical,Chi-square,47.9069,4.9e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.11 GETTING OUT OF BED, A CAR, OR A DEEP CHAIR  Ove",Categorical,Chi-square,174.3609,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.12 WALKING AND BALANCE  Over the past week, have y",Categorical,Chi-square,240.8662,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,"2.13 FREEZING  Over the past week, on your usual day",Categorical,Chi-square,158.9455,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3a Is the patient on medication for treating the sym,Categorical,Chi-square,113.1689,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3b If the patient is receiving medication for treati,Categorical,Chi-square,123.0168,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3c Is the patient on Levodopa ?,Categorical,Chi-square,67.6728,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.1 SPEECH,Categorical,Chi-square,231.7337,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.2 FACIAL EXPRESSION,Categorical,Chi-square,34.2501,0.024482,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.3 RIGIDITY- NECK,Categorical,Chi-square,39.816,0.00527,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.3 RIGIDITY- LUE,Categorical,Chi-square,140.5569,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.3 RIGIDITY- RLE,Categorical,Chi-square,55.5643,3.4e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.3 RIGIDITY- LLE,Categorical,Chi-square,57.9312,1.5e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.4 FINGER TAPPING- R,Categorical,Chi-square,45.3608,0.000986,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.4 FINGER TAPPING- L,Categorical,Chi-square,75.9712,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.5 HAND MOVEMENTS- R,Categorical,Chi-square,57.8273,1.5e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.5 HAND MOVEMENTS- L,Categorical,Chi-square,80.46,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.6 PRONATION-SUPINATION MOVEMENTS OF HANDS - R,Categorical,Chi-square,72.7958,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.6 PRONATION-SUPINATION MOVEMENTS OF HANDS- L,Categorical,Chi-square,75.2082,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.7 TOE TAPPING - R,Categorical,Chi-square,67.3623,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.7 TOE TAPPING - L,Categorical,Chi-square,60.8835,5e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.8 LEG AGILITY - R,Categorical,Chi-square,100.5427,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.8 LEG AGILITY - L,Categorical,Chi-square,88.5785,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.9 ARISING FROM CHAIR,Categorical,Chi-square,200.5766,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.10 GAIT,Categorical,Chi-square,310.6133,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.11 FREEZING OF GAIT,Categorical,Chi-square,83.6316,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.12 POSTURAL STABILITY,Categorical,Chi-square,126.4443,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.13 POSTURE,Categorical,Chi-square,99.5931,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.14 GLOBAL SPONTANEITY OF MOVEMENT (BODY BRADYKINES,Categorical,Chi-square,114.0795,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,3.18 CONSTANCY OF REST TREMOR,Categorical,Chi-square,38.0224,0.0088,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,A. Were dyskinesias (chorea or dystonia) present dur,Categorical,Chi-square,66.7917,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,Hoehn and Yahr Stage:,Categorical,Chi-square,301.4666,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,4.1 TIME SPENT WITH DYSKINESIAS,Categorical,Chi-square,96.4134,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,4.2 FUNCTIONAL IMPACT OF DYSKINESIAS,Categorical,Chi-square,54.7972,0.000333,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,4.3 TIME SPENT IN THE OFF STATE,Categorical,Chi-square,131.8699,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,4.4 FUNCTIONAL IMPACT OF FLUCTUATIONS,Categorical,Chi-square,114.2733,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,4.5 COMPLEXITY OF MOTOR FLUCTUATIONS,Categorical,Chi-square,65.8937,9e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,4.6 PAINFUL OFF-STATE DYSTONIA,Categorical,Chi-square,44.0377,0.007553,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mds Updrs,by_determined_dx,determined_dx,Categorical,Chi-square,5928.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,8. Total LED (if participant is not on any medicatio,Numeric,Kruskal-Wallis,16.9156,0.000736,Yes,,,,,1507.0,753.399,527.467,600.0,,,,,7.0,310.714,336.606,300.0,2.0,200.0,282.843,200.0,15.0,462.133,510.246,300.0,23.0,524.783,428.357,400.0,,,,
Medication,by_determined_dx,Questionnaire completed by:,Categorical,Chi-square,587.6129,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,How is the questionnaire completed?,Categorical,Chi-square,83.8863,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,1. Select all current medications:,Categorical,Chi-square,619.2262,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,2. Has the patient shown a significant reduction in ,Categorical,Chi-square,126.5846,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,3. Current COMT Inhibitor Medications:(Catechol-O-Me,Categorical,Chi-square,206.3373,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,4. Current Dopamine Agonist Medications:,Categorical,Chi-square,208.3219,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,6. Current MAO-B Inhibitor Medications: (Monoamine O,Categorical,Chi-square,186.591,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,7. Other PD medications:,Categorical,Chi-square,116.8384,1e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,9. Non-PD Medications:,Categorical,Chi-square,540.6845,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,10. Has the patient ever had a psychiatric disorder?,Categorical,Chi-square,269.6685,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medication,by_determined_dx,determined_dx,Categorical,Chi-square,6680.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moca,by_determined_dx,MoCA Test Version Administered,Numeric,Kruskal-Wallis,22.2169,0.000476,Yes,,,,,1455.0,7.955,0.388,8.1,,,,,8.0,8.162,0.092,8.1,6.0,8.0,0.447,8.15,8.0,8.025,0.385,8.1,23.0,8.139,0.246,8.1,6.0,8.167,0.103,8.1
Moca,by_determined_dx,Visuospatial/Executive Score,Numeric,Kruskal-Wallis,28.1974,3.3e-05,Yes,,,,,1463.0,3.981,1.16,4.0,,,,,8.0,2.875,0.835,3.0,6.0,3.333,1.633,3.5,9.0,3.778,1.563,4.0,23.0,2.696,1.579,3.0,6.0,4.5,0.837,5.0
Moca,by_determined_dx,Attention Score,Numeric,Kruskal-Wallis,25.3131,0.000121,Yes,,,,,1463.0,5.503,0.861,6.0,,,,,8.0,4.75,1.035,5.0,6.0,5.333,0.816,5.5,9.0,5.444,1.333,6.0,23.0,4.609,1.438,5.0,6.0,6.0,0.0,6.0
Moca,by_determined_dx,Language Score,Numeric,Kruskal-Wallis,15.7317,0.007653,Yes,,,,,1462.0,2.329,0.83,3.0,,,,,8.0,2.0,0.926,2.0,6.0,2.667,0.516,3.0,9.0,2.0,1.118,2.0,23.0,1.652,1.027,2.0,6.0,2.667,0.516,3.0
Moca,by_determined_dx,Abstraction Score,Numeric,Kruskal-Wallis,12.0321,0.034351,Yes,,,,,1463.0,1.779,0.494,2.0,,,,,8.0,1.5,0.535,1.5,6.0,1.833,0.408,2.0,9.0,1.556,0.726,2.0,23.0,1.522,0.665,2.0,6.0,1.833,0.408,2.0
